Time(s),T1,T2,T3,T4,T5,T6,T7,V1,V2,V3,V4,P
320,60.00,112.00,38.25,61.00,63.00,37.25,0.00,1,0,0,1,"354
"
321,60.00,112.00,39.00,60.50,62.75,37.00,0.00,0,1,0,1,"354
"
322,59.75,112.25,39.00,60.25,62.50,37.50,0.00,0,1,1,1,"354
"
323,59.50,113.25,38.75,60.75,62.75,37.25,0.00,1,1,1,1,"354
"
324,60.25,112.75,38.75,61.00,62.00,37.25,0.00,1,0,1,1,"354
"
325,59.25,112.50,38.50,60.75,62.50,37.25,0.00,0,1,0,1,"354
"
326,59.75,112.75,38.75,60.75,63.00,37.25,0.00,0,1,0,1,"354
"
327,60.00,113.00,38.00,60.75,62.75,36.50,0.00,1,0,0,1,"354
"
328,59.75,112.75,38.75,60.75,62.25,37.00,0.00,0,1,1,1,"354
"
329,60.00,113.25,38.50,60.50,62.75,37.25,0.00,1,0,1,1,"354
"
330,60.00,113.00,38.75,61.25,62.75,37.25,0.00,0,1,1,1,"354
"
331,59.75,113.00,38.75,61.00,62.50,36.75,0.00,0,0,0,1,"353
"
332,60.00,113.00,38.75,61.00,62.75,36.75,0.00,0,0,0,1,"354
"
333,60.00,112.00,38.75,61.25,62.50,37.25,0.00,1,1,1,1,"354
"
334,59.50,112.75,38.75,60.75,62.75,37.50,0.00,1,1,1,1,"354
"
335,59.25,112.75,39.00,61.25,62.75,37.00,0.00,1,0,1,0,"354
"
336,59.75,113.00,38.25,61.00,63.00,37.00,0.00,1,1,0,1,"354
"
337,60.25,113.00,38.75,61.00,63.00,37.25,0.00,1,1,1,0,"354
"
338,60.00,112.50,38.25,61.25,62.75,36.75,0.00,1,0,1,1,"354
"
339,60.25,112.75,38.50,61.50,63.00,37.50,0.00,1,0,0,1,"354
"
340,60.25,112.50,38.50,61.25,63.00,37.00,0.00,0,1,0,0,"354
"
341,60.25,113.50,38.75,61.00,63.00,37.75,0.00,1,0,0,1,"354
"
342,59.75,112.75,38.50,61.25,62.75,37.25,0.00,1,0,0,1,"355
"
343,60.25,112.50,39.00,61.25,62.50,37.00,0.00,1,0,1,1,"354
"
344,59.50,112.50,38.50,61.50,62.75,37.00,0.00,1,1,1,1,"354
"
345,59.25,112.50,39.00,61.50,62.50,37.50,0.00,0,1,1,1,"354
"
346,59.75,111.50,39.00,60.75,62.75,37.50,0.00,0,0,0,0,"354
"
347,60.00,111.75,38.75,61.25,62.50,37.50,0.00,1,0,1,0,"354
"
348,58.75,66.75,39.25,61.50,62.75,37.00,0.00,0,0,1,0,"354
"
349,59.00,66.75,38.75,61.50,62.75,37.75,0.00,1,0,1,0,"354
"
350,58.75,66.75,38.50,61.25,62.50,37.50,0.00,1,0,1,0,"354
"
351,60.00,335.00,39.00,61.50,62.25,37.25,0.00,0,0,0,0,"354
"
352,59.75,609.75,38.75,61.25,62.50,37.50,0.00,0,0,1,0,"354
"
353,60.25,1023.75,39.25,60.75,62.75,37.00,0.00,1,0,0,0,"354
"
354,60.00,1023.75,39.00,61.25,62.50,37.25,0.00,0,0,0,0,"354
"
355,60.25,1023.75,39.00,61.00,62.25,37.50,0.00,1,0,1,0,"354
"
356,60.00,1023.75,39.25,61.25,62.75,37.25,0.00,1,0,1,0,"354
"
357,60.00,1023.75,38.50,61.75,62.75,37.25,0.00,0,0,0,0,"354
"
358,60.50,1023.75,38.75,61.00,62.50,37.25,0.00,1,0,0,0,"354
"
359,60.50,961.75,39.00,61.50,62.50,37.50,0.00,0,0,1,1,"354
"
360,60.50,668.25,38.50,61.00,62.50,36.75,0.00,0,0,1,1,"354
"
361,60.00,668.25,38.75,61.50,62.00,37.50,0.00,0,0,0,0,"353
"
362,60.50,51.75,38.50,61.00,62.50,36.75,0.00,1,0,0,1,"354
"
363,60.50,43.25,39.00,61.50,62.00,36.75,0.00,0,1,1,1,"354
"
364,60.00,43.75,39.00,62.00,61.75,37.50,0.00,1,0,1,1,"353
"
365,59.75,43.25,39.00,61.50,62.75,37.25,0.00,0,0,0,1,"353
"
366,50,43.75,38.75,61.75,62.25,37.00,0.00,0,1,1,0,"354
"
367,60.50,43.75,38.75,61.75,62.50,37.25,0.00,1,0,0,0,"354
"
368,59.00,43.00,39.00,61.75,62.50,37.50,0.00,1,0,1,0,"354
"
369,59.50,43.75,38.75,61.25,62.50,37.50,0.00,1,0,0,0,"354
"
370,60.75,43.00,38.50,61.50,62.25,37.50,0.00,0,0,0,0,"353
"
371,60.25,43.50,38.75,61.75,62.25,37.25,0.00,1,0,1,1,"354
"
372,60.50,43.25,38.75,61.75,62.25,37.50,0.00,0,0,0,0,"354
"
373,60.50,43.50,38.75,61.50,62.25,36.75,0.00,1,0,1,1,"354
"
374,60.75,43.50,38.50,62.00,62.50,37.50,0.00,1,0,1,0,"354
"
375,60.25,43.75,39.00,61.50,62.50,37.00,0.00,1,1,0,1,"354
"
376,60.00,43.75,38.50,62.00,62.75,36.75,0.00,0,0,1,0,"354
"
377,59.75,43.75,39.00,61.75,62.75,37.25,0.00,1,0,0,1,"354
"
378,60.25,43.25,38.75,61.75,62.50,36.50,0.00,1,1,0,1,"354
"
379,60.25,43.25,39.00,62.00,62.50,37.00,0.00,0,1,1,0,"354
"
380,60.25,43.50,38.75,61.75,62.25,37.50,0.00,1,0,1,0,"355
"
381,60.25,43.75,39.00,62.00,62.00,37.50,0.00,1,1,1,0,"355
"
382,60.50,43.00,39.00,61.25,61.75,37.50,0.00,1,0,1,0,"354
"
383,60.75,43.50,38.50,62.00,62.25,37.25,0.00,0,0,1,0,"354
"
384,60.00,43.75,39.00,61.75,62.00,37.25,0.00,0,0,0,1,"354
"
385,60.50,43.75,38.50,61.75,62.50,37.25,0.00,0,0,1,0,"354
"
386,60.00,43.25,38.75,61.75,62.25,36.75,0.00,1,0,0,0,"354
"
387,60.50,43.75,38.75,61.75,62.75,37.00,0.00,0,0,1,1,"354
"
388,60.50,43.50,38.75,61.50,62.00,37.00,0.00,0,0,0,1,"354
"
389,60.50,43.25,39.25,61.75,62.00,37.25,0.00,0,0,0,0,"354
"
390,61.00,43.50,38.50,61.75,62.00,37.25,0.00,0,0,0,0,"354
"
391,60.50,43.50,39.00,61.75,62.50,37.00,0.00,0,0,1,1,"354
"
392,60.25,43.75,39.00,61.75,62.25,37.25,0.00,1,0,0,0,"354
"
393,60.00,43.50,39.25,61.50,62.50,37.25,0.00,0,0,0,0,"353
"
394,60.25,43.50,39.00,61.75,62.50,37.00,0.00,0,0,0,0,"354
"
395,60.00,43.50,38.50,62.00,62.00,37.25,0.00,0,0,0,0,"354
"
396,60.50,43.50,39.00,62.00,62.25,37.25,0.00,0,0,0,0,"354
"
397,60.50,43.50,39.00,61.25,62.25,37.00,0.00,0,0,0,0,"354
"
398,60.50,43.75,39.00,62.00,62.25,37.25,0.00,0,0,0,0,"354
"
399,60.25,43.50,39.00,62.00,62.25,37.00,0.00,0,0,0,0,"354
"
400,59.75,43.50,39.00,61.50,62.50,37.50,0.00,0,0,0,0,"354
"
401,60.50,43.00,39.00,62.00,62.25,37.25,0.00,0,0,0,0,"355
"
402,60.50,43.25,39.25,62.00,62.00,37.00,0.00,0,0,0,0,"355
"
403,60.50,43.25,39.00,62.00,62.00,37.25,0.00,0,0,0,0,"355
"
404,60.75,43.50,38.75,62.00,62.25,37.25,0.00,0,0,0,0,"355
"
405,60.75,43.25,38.50,60.75,62.00,37.00,0.00,0,0,0,0,"355
"
406,60.50,43.00,38.50,61.25,62.00,37.00,0.00,0,0,0,0,"355
"
407,60.25,43.00,38.50,61.75,61.50,36.75,0.00,0,0,0,0,"355
"
408,60.00,43.25,39.00,61.75,62.00,36.75,0.00,0,0,0,0,"356
"
409,59.75,43.00,38.75,61.00,62.50,37.00,0.00,0,0,0,0,"356
"
410,60.00,43.50,39.00,61.25,61.75,37.00,0.00,0,1,0,0,"356
"
411,60.00,43.25,38.50,61.00,61.50,36.75,0.00,0,0,0,0,"356
"
412,60.25,43.00,37.75,61.25,61.75,36.75,0.00,0,0,0,0,"356
"
413,59.50,43.50,38.75,61.50,61.75,36.75,0.00,0,0,0,0,"357
"
414,60.00,43.50,38.25,61.25,61.50,36.25,0.00,0,0,0,0,"357
"
415,60.00,43.25,38.00,60.75,61.50,36.25,0.00,0,0,0,0,"357
"
416,59.50,43.50,38.50,61.25,61.50,36.75,0.00,0,0,0,0,"357
"
417,59.75,43.50,38.25,61.25,61.25,36.00,0.00,0,0,0,0,"357
"
418,60.00,45.25,38.75,61.00,62.00,36.75,0.00,0,0,0,0,"357
"
419,59.00,45.25,38.50,61.25,61.50,36.00,0.00,0,0,0,0,"358
"
420,,45.00,38.25,61.00,61.50,36.25,0.00,0,0,0,0,"358
"
420,59.25,44.75,38.75,61.00,61.75,36.25,0.00,0,0,0,0,"358
"
421,59.25,44.75,38.50,61.00,61.25,36.50,0.00,0,0,0,0,"359
"
422,59.75,45.00,38.25,60.50,61.50,36.25,0.00,0,0,0,0,"359
"
423,59.50,45.25,38.25,60.75,61.25,36.25,0.00,0,0,0,0,"358
"
424,59.00,45.25,38.25,60.25,60.75,36.25,0.00,0,0,0,0,"357
"
425,59.25,45.25,37.25,60.50,61.00,36.00,0.00,0,0,0,1,"359
"
426,59.00,45.25,38.25,60.75,61.00,36.00,0.00,0,0,0,0,"360
"
427,58.75,45.25,38.25,60.50,60.75,36.25,0.00,0,0,0,0,"359
"
428,59.00,44.75,38.25,60.25,61.00,35.75,0.00,0,0,0,0,"360
"
429,58.75,45.25,38.00,60.75,60.00,35.50,0.00,0,0,0,0,"360
"
430,58.75,44.75,38.00,60.00,60.50,35.75,0.00,0,0,0,0,"359
"
431,58.25,45.25,38.00,59.75,60.75,36.25,0.00,0,0,0,0,"361
"
432,58.75,45.00,38.00,60.50,60.50,35.50,0.00,0,0,0,0,"359
"
433,58.50,45.25,37.75,60.25,60.00,35.75,0.00,0,0,0,0,"360
"
434,58.25,45.50,37.50,60.00,60.25,36.00,0.00,0,0,0,0,"361
"
435,58.25,45.25,37.75,60.25,60.50,35.75,0.00,0,0,0,0,"361
"
436,57.75,45.00,37.75,59.75,60.25,35.00,0.00,0,0,0,1,"361
"
437,58.50,48.25,37.75,59.75,59.75,35.75,0.00,1,1,0,1,"361
"
438,58.25,48.50,37.75,59.75,60.00,35.75,0.00,1,0,0,0,"361
"
439,58.00,48.50,37.75,59.25,59.50,35.50,0.00,1,0,0,0,"361
"
440,58.25,48.50,37.50,59.00,59.00,35.75,0.00,1,0,1,0,"362
"
441,57.75,1023.75,37.50,58.75,59.50,36.00,0.00,1,1,0,1,"361
"
442,57.75,50.00,37.75,59.25,59.50,35.75,0.00,0,0,0,0,"361
"
443,58.25,49.25,37.25,59.75,59.75,35.50,0.00,0,0,0,0,"361
"
444,58.25,47.25,37.75,59.75,59.00,35.50,0.00,0,0,0,0,"361
"
445,58.00,47.25,37.75,59.25,59.25,35.25,0.00,1,1,1,1,"362
"
446,58.00,46.00,37.75,59.25,59.25,35.75,0.00,0,0,0,1,"361
"
447,58.25,45.50,37.75,59.00,59.50,35.75,0.00,1,0,1,1,"361
"
448,58.25,45.25,37.75,59.25,59.50,35.75,0.00,1,0,1,0,"361
"
449,57.75,45.00,38.00,59.00,59.25,36.00,0.00,0,1,1,0,"361
"
450,57.75,44.75,37.50,59.25,59.25,35.75,0.00,1,0,1,0,"361
"
451,57.75,45.50,37.75,59.00,59.25,36.00,0.00,0,0,0,0,"361
"
452,58.25,44.75,38.00,58.75,59.50,36.00,0.00,0,0,0,0,"361
"
453,58.50,44.75,38.00,58.50,59.25,36.25,0.00,0,0,0,0,"361
"
454,58.50,44.25,38.25,58.75,59.75,36.50,0.00,0,0,0,0,"361
"
455,58.00,44.25,37.75,58.75,59.50,36.00,0.00,1,0,0,0,"361
"
456,57.25,740.75,37.50,59.25,59.75,36.00,0.00,0,0,0,0,"361
"
457,58.25,52.00,38.25,59.25,59.75,35.75,0.00,0,0,0,0,"361
"
458,58.25,48.25,38.00,59.25,60.00,36.25,0.00,0,0,0,0,"361
"
459,58.50,48.00,38.50,58.50,60.25,36.25,0.00,0,0,0,0,"361
"
460,57.50,48.25,38.50,59.25,60.00,36.50,0.00,0,0,0,0,"361
"
461,58.25,48.00,38.00,59.00,60.00,36.00,0.00,0,0,1,0,"361
"
462,58.50,47.50,38.25,59.00,60.00,36.50,0.00,0,0,0,0,"361
"
463,58.00,48.25,38.50,59.00,60.25,36.00,0.00,0,0,0,0,"361
"
464,58.00,48.00,38.50,59.25,60.25,36.50,0.00,0,0,0,0,"361
"
465,58.00,48.00,38.25,59.00,59.75,36.00,0.00,0,0,0,0,"361
"
466,58.50,48.25,38.00,59.25,60.25,36.50,0.00,0,0,0,0,"361
"
467,58.25,48.25,38.50,59.00,60.25,36.25,0.00,0,0,0,0,"361
"
468,58.00,48.25,38.50,59.00,60.00,36.25,0.00,0,0,0,0,"360
"
469,58.00,48.50,38.50,58.75,59.75,36.25,0.00,0,0,0,0,"361
"
470,58.25,48.00,38.00,58.75,60.25,36.50,0.00,0,0,0,0,"361
"
471,57.75,48.25,38.50,59.00,59.75,36.25,0.00,0,0,0,0,"360
"
472,57.75,48.50,38.50,58.75,59.50,36.00,0.00,0,0,0,0,"360
"
473,57.75,48.00,38.50,58.75,60.25,36.25,0.00,0,0,0,0,"360
"
474,58.25,48.00,38.50,58.75,60.25,36.00,0.00,0,0,0,0,"360
"
475,58.00,48.25,38.50,58.50,59.25,36.25,0.00,0,0,0,0,"359
"
476,57.50,48.00,38.75,59.00,60.00,36.25,0.00,0,0,0,0,"360
"
477,57.25,47.50,38.50,58.75,59.50,36.50,0.00,0,0,0,0,"360
"
478,57.50,48.25,38.50,58.75,59.50,36.25,0.00,0,0,0,0,"359
"
479,57.50,48.00,38.50,58.25,59.25,36.25,0.00,0,0,0,0,"359
"
480,57.25,47.75,38.50,58.25,59.25,36.25,0.00,0,0,0,0,"359
"
481,57.25,47.25,38.25,58.25,59.50,36.50,0.00,0,0,0,0,"360
"
482,57.00,48.00,38.25,58.00,58.50,36.25,0.00,0,0,0,0,"361
"
483,57.50,47.75,38.25,58.25,59.25,36.75,0.00,0,0,0,0,"362
"
484,57.25,48.00,38.25,58.25,59.25,36.25,0.00,0,0,0,0,"358
"
485,56.75,47.75,38.50,58.00,59.00,36.25,0.00,0,0,0,0,"359
"
486,57.50,48.25,38.50,58.00,58.50,36.50,0.00,0,0,0,0,"361
"
487,56.75,48.00,38.25,58.00,59.00,36.00,0.00,0,0,0,0,"358
"
488,57.00,47.75,38.50,57.50,58.50,36.00,0.00,0,0,0,0,"359
"
489,57.00,48.00,38.50,57.25,58.75,36.50,0.00,0,0,0,0,"359
"
490,56.75,48.25,38.00,58.00,58.25,36.00,0.00,0,0,0,0,"359
"
491,56.75,48.25,38.25,58.00,58.50,35.75,0.00,0,0,0,0,"355
"
492,56.75,48.00,38.50,57.50,58.50,36.50,0.00,0,0,0,0,"354
"
493,56.25,48.00,38.00,57.50,58.25,36.25,0.00,0,0,0,0,"357
"
494,56.50,48.25,38.00,57.75,58.50,36.50,0.00,0,0,0,0,"362
"
495,56.75,47.75,38.00,57.25,58.50,36.25,0.00,0,0,0,0,"361
"
496,56.50,48.25,38.00,57.50,58.25,36.00,0.00,0,0,0,0,"362
"
497,56.50,48.00,37.75,57.25,58.25,35.75,0.00,0,0,0,0,"360
"
498,56.25,47.75,38.00,57.25,58.50,36.00,0.00,0,0,0,0,"361
"
499,56.00,48.25,38.00,57.00,57.50,35.75,0.00,0,0,0,0,"363
"
500,55.75,48.00,37.25,57.00,58.00,36.50,0.00,0,0,0,0,"360
"
501,56.25,48.00,38.00,57.00,58.00,35.75,0.00,0,0,0,0,"359
"
502,55.75,47.75,38.00,57.00,57.75,36.50,0.00,0,0,0,0,"357
"
503,55.75,48.00,37.75,57.00,57.75,36.25,0.00,0,0,0,0,"359
"
504,56.00,48.25,37.75,56.50,57.75,36.25,0.00,0,0,0,0,"360
"
505,56.00,48.00,37.25,56.50,58.00,36.25,0.00,0,0,0,0,"359
"
506,56.00,48.25,37.00,56.75,57.75,36.50,0.00,0,0,0,0,"359
"
507,55.75,48.00,37.25,56.75,57.50,36.25,0.00,0,0,0,0,"361
"
508,55.75,48.00,37.50,56.75,57.00,36.25,0.00,0,0,0,0,"360
"
509,55.50,48.25,37.00,56.50,57.50,36.50,0.00,0,0,0,0,"361
"
510,55.25,48.00,37.25,56.25,57.25,36.00,0.00,0,0,0,0,"360
"
511,55.50,48.25,37.50,56.50,56.75,36.00,0.00,0,0,0,0,"361
"
512,55.50,48.00,37.25,56.50,57.00,36.25,0.00,0,0,0,0,"360
"
513,55.25,48.00,37.50,56.25,57.00,36.00,0.00,0,0,0,0,"363
"
514,55.25,48.00,36.75,56.50,57.00,36.50,0.00,0,0,0,0,"362
"
515,55.00,48.00,37.25,56.25,56.75,36.00,0.00,0,0,0,0,"360
"
516,55.00,47.75,37.25,56.25,56.75,36.00,0.00,0,0,0,0,"361
"
517,55.00,47.50,37.25,55.75,56.75,36.00,0.00,0,0,0,0,"359
"
518,55.00,48.00,37.25,56.00,56.50,36.00,0.00,0,0,0,0,"361
"
519,54.50,47.25,37.50,56.25,56.25,36.50,0.00,0,0,0,0,"361
"
520,55.00,47.75,37.50,56.25,56.50,36.50,0.00,0,0,0,0,"361
"
521,54.75,47.75,37.50,56.00,56.25,36.50,0.00,0,0,0,0,"361
"
522,54.75,47.50,37.25,56.00,56.25,36.50,0.00,0,0,0,0,"361
"
523,54.75,47.75,37.00,55.25,55.75,36.50,0.00,0,0,0,0,"362
"
524,54.75,47.75,37.50,56.00,55.75,36.50,0.00,0,0,0,0,"361
"
525,54.75,47.75,37.00,55.75,56.00,36.50,0.00,0,0,0,0,"360
"
526,54.25,48.25,36.50,55.75,55.75,36.50,0.00,0,0,0,0,"361
"
527,54.25,47.75,37.25,55.75,56.00,36.75,0.00,0,0,0,0,"361
"
528,54.50,48.25,37.50,56.00,55.75,36.50,0.00,0,0,0,0,"360
"
529,54.25,47.25,37.25,55.75,55.25,36.25,0.00,0,0,0,0,"361
"
530,54.75,47.75,37.00,55.50,55.50,36.50,0.00,0,0,0,0,"363
"
531,54.25,48.00,37.50,55.25,55.25,36.25,0.00,0,0,0,0,"361
"
532,54.25,48.00,37.25,55.75,55.75,36.50,0.00,0,0,0,0,"360
"
533,53.75,47.75,37.00,55.00,55.25,36.50,0.00,0,0,0,0,"359
"
534,54.25,48.00,37.50,55.75,55.25,36.50,0.00,0,0,0,0,"359
"
535,54.00,48.25,37.25,55.50,55.25,36.25,0.00,0,0,0,0,"360
"
536,53.50,48.50,37.50,55.00,55.00,36.25,0.00,0,0,0,0,"361
"
537,53.75,47.75,37.50,55.50,54.75,36.75,0.00,0,0,0,0,"361
"
538,53.75,48.00,37.50,55.50,55.25,36.50,0.00,0,0,0,0,"361
"
539,53.50,48.50,37.50,55.50,55.00,36.75,0.00,0,0,0,0,"361
"
540,53.50,48.00,37.25,55.25,55.25,36.50,0.00,0,0,0,0,"362
"
541,53.75,48.25,37.00,55.50,55.00,36.25,0.00,0,0,0,0,"362
"
542,53.50,48.50,37.50,55.00,54.75,36.25,0.00,0,0,0,0,"360
"
543,53.00,48.25,37.75,55.50,55.00,36.25,0.00,0,0,0,0,"361
"
544,53.25,48.50,37.50,54.75,54.75,36.00,0.00,0,0,0,0,"362
"
545,53.50,48.00,37.50,55.25,54.75,36.25,0.00,0,0,0,0,"362
"
546,53.00,48.25,37.50,55.00,54.75,36.00,0.00,0,0,0,0,"361
"
547,52.75,47.75,37.50,55.00,54.50,36.00,0.00,0,0,0,0,"361
"
548,53.25,48.00,37.75,55.00,54.75,36.25,0.00,0,0,0,0,"362
"
549,52.75,48.00,37.25,55.00,54.00,36.00,0.00,0,0,0,0,"364
"
550,52.75,47.50,37.75,54.50,54.25,36.00,0.00,0,0,0,0,"360
"
551,53.00,46.25,37.50,54.75,54.50,36.75,0.00,0,0,0,0,"362
"
552,52.75,46.25,37.75,55.00,54.50,36.00,0.00,0,0,0,0,"361
"
553,53.25,45.75,37.50,55.00,54.00,36.75,0.00,0,0,0,0,"360
"
554,52.75,45.75,37.50,54.50,54.00,36.00,0.00,0,0,0,0,"361
"
555,53.00,44.75,37.50,54.75,54.00,37.00,0.00,0,0,0,0,"361
"
556,52.25,44.50,37.75,54.75,54.00,36.75,0.00,0,0,0,0,"363
"
557,52.50,44.50,37.75,54.50,54.00,36.50,0.00,0,0,0,0,"362
"
558,52.75,44.00,37.50,54.75,54.00,36.00,0.00,0,0,0,0,"362
"
559,53.00,44.50,37.75,54.50,54.00,36.50,0.00,0,0,0,0,"362
"
560,52.50,44.00,37.50,54.25,54.00,36.25,0.00,0,0,0,0,"363
"
561,52.75,44.00,37.25,54.75,53.75,36.50,0.00,0,0,0,0,"363
"
562,52.25,44.00,37.75,54.25,54.00,36.50,0.00,0,0,0,0,"362
"
563,52.50,43.50,37.25,54.75,53.75,36.50,0.00,0,0,0,0,"362
"
564,52.25,43.75,38.00,54.50,54.00,36.25,0.00,0,0,0,0,"362
"
565,52.50,43.25,38.25,54.50,53.75,36.75,0.00,0,0,0,0,"362
"
566,52.50,43.75,38.00,54.00,53.75,36.75,0.00,0,0,0,0,"362
"
567,52.50,43.25,38.00,54.00,53.50,36.50,0.00,0,0,0,0,"364
"
568,52.50,43.75,37.50,53.75,53.50,36.25,0.00,0,0,0,0,"363
"
569,52.00,43.25,38.00,53.75,53.50,36.50,0.00,0,0,0,0,"364
"
570,52.50,43.50,37.50,54.25,53.25,36.75,0.00,0,0,0,0,"363
"
571,52.25,43.50,37.50,54.00,53.50,36.75,0.00,0,0,0,0,"361
"
572,52.25,43.50,38.00,54.25,53.25,36.75,0.00,0,0,0,0,"364
"
573,52.00,43.25,37.50,54.00,53.50,36.50,0.00,0,0,0,0,"363
"
574,52.25,43.00,38.00,54.00,52.75,36.50,0.00,0,0,0,0,"362
"
575,52.25,43.25,38.25,54.00,53.25,36.50,0.00,0,0,0,0,"360
"
576,52.00,43.00,38.25,53.75,53.00,36.50,0.00,0,0,0,0,"360
"
577,52.00,43.25,37.75,53.50,53.00,36.75,0.00,0,0,0,0,"361
"
578,51.75,43.00,38.25,53.25,53.00,36.25,0.00,0,0,0,0,"361
"
579,51.75,43.25,38.25,54.00,53.25,36.75,0.00,0,0,0,0,"362
"
580,52.00,43.50,38.25,54.00,53.00,36.25,0.00,0,0,0,0,"363
"
581,51.75,43.25,38.25,53.75,53.25,36.75,0.00,0,0,0,0,"363
"
582,51.50,43.25,38.25,54.00,53.00,36.75,0.00,0,0,0,0,"362
"
583,51.25,43.25,37.75,53.50,52.75,36.50,0.00,0,0,0,0,"362
"
584,51.75,43.00,38.25,53.75,52.75,36.75,0.00,0,0,0,0,"363
"
585,51.75,43.50,38.25,53.50,52.75,36.75,0.00,0,0,0,0,"362
"
586,51.25,43.00,38.00,53.25,52.75,36.75,0.00,0,0,0,0,"362
"
587,51.75,43.00,38.00,53.50,52.75,36.75,0.00,0,0,0,0,"362
"
588,51.50,43.00,38.25,53.25,52.75,37.00,0.00,0,0,0,0,"362
"
589,51.75,43.25,38.50,53.00,52.50,36.75,0.00,0,0,0,0,"363
"
590,50.75,43.25,38.75,53.25,52.00,36.75,0.00,0,0,0,0,"363
"
591,50.75,42.75,38.50,53.50,52.50,37.00,0.00,0,0,0,0,"363
"
592,51.50,43.00,38.25,53.50,52.00,36.75,0.00,0,0,0,0,"363
"
593,51.25,43.00,38.25,53.50,52.25,36.75,0.00,0,0,0,0,"363
"
594,51.25,43.00,38.25,53.50,52.25,37.25,0.00,0,0,0,0,"362
"
595,51.50,43.25,38.50,53.50,52.00,36.75,0.00,0,0,0,0,"364
"
596,51.25,43.25,38.25,53.25,52.00,36.75,0.00,0,0,0,0,"362
"
597,51.25,43.00,38.75,53.25,51.50,37.00,0.00,0,0,0,0,"363
"
598,51.00,42.50,38.25,53.25,52.00,37.00,0.00,0,0,0,0,"362
"
599,51.25,43.25,38.50,53.00,51.75,37.00,0.00,0,0,0,0,"363
"
